,Date,text_headlines
1278,2015-07-10 01:00:00,cablevision gets lift on french interest biogen tops losers
1279,2015-07-10 11:40:00,gap stock price target cut to $40 from $46 at ubs
1280,2015-07-10 11:40:00,gap downgraded to neutral from buy at ubs
1281,2015-07-09 05:48:00,barracuda shares drop even after results top street estimates
1282,2015-07-09 04:20:00,gap inc reports june sales unchanged from year-ago
1283,2015-07-09 04:09:00,gap inc june sales $154b flat on-year
1284,2015-07-09 04:08:00,gap shares down 01percent after june sales results
1285,2015-06-18 03:03:00,consumers return $6426 billion in goods each year
1286,2015-06-16 06:19:00,how gap plans to get its sales back on track
1287,2015-06-16 04:59:00,adobe shares slide after hours on weak outlook
1288,2015-06-16 08:08:00,why the ghost of 1937 is haunting the fed and this market
1289,2015-06-15 06:41:00,gap plans to close stores cut jobs
1290,2015-06-15 04:19:00,gap to shut 175 namesake stores in north america
1291,2015-06-15 04:04:00,gap keeps its 2015 eps outlook of $275 to $280 excluding store-closing costs
1292,2015-06-15 04:04:00,gap sees store-closing costs of up to $160 million or 24 cents a share
1293,2015-06-15 04:03:00,gap to shut 175 namesake stores in north america leaving about 800
1294,2015-06-09 06:54:00,lululemon boosts outlook as sales beat
1295,2015-06-05 00:01:00,gap diamond foods verifone in focus
1296,2015-06-04 05:07:00,diamond rallies after hours; gap reports weak same store sales
1297,2015-06-04 04:26:00,gap sales fall in may
1298,2015-06-04 04:08:00,gap's may total and same-stores sales decline
1299,2015-06-04 04:04:00,gap may same-store sales down 1percent
1300,2015-06-04 04:04:00,gap may net sales slip to $125 bln from $127 bln a year ago
1301,2015-06-03 01:50:00,the emojis hillary clinton and mark cuban use most are exactly right
1302,2015-05-29 06:40:00,this movie may change how you buy clothes
1303,2015-05-22 10:19:00,h-p expedia lead s&p 500 gainers; gap aéropostale slide
1304,2015-05-22 09:03:00,the stock market is calm too calm
1305,2015-05-22 00:01:00,h-p shares tick higher on earnings beat
1306,2015-05-21 04:20:00,gap backs earnings guidance despite weaker sales
1307,2015-05-21 04:19:00,gap q1 profit sales drop; ceo vows to focus on 'greater product acceptance
1308,2015-05-21 04:05:00,gap keeps fiscal 2015 eps forecast of $275 to $280 vs factset consensus of $278
1309,2015-05-21 04:04:00,gap q1 factset eps consensus 55 cents
1310,2015-05-21 04:03:00,gap q1 sales $366 bln vs $377 bln
1311,2015-05-21 04:02:00,gap q1 eps 56 cents vs 58 cents a year ago
1312,2015-05-21 08:44:00,buy america here’s some fuel for the contrarian fire
1313,2015-05-20 04:50:00,the biggest h&m store in the world opens today — right next to two other h&ms
1314,2015-05-19 02:02:00,four investor pet peeves about wall street’s most covered physical retailer
1315,2015-05-18 00:19:00,as ‘mad men’ ends one legacy is new awareness of iconic american brands
1316,2015-05-17 09:00:00,big retailers cap earnings season against backdrop of weak sales
1317,2015-05-12 05:50:00,amex shares rise on dividend hike buyback
1318,2015-05-12 04:34:00,us stocks end lower as treasurys fluctuate
1319,2015-05-12 09:36:00,gap sheds 34percent for s&p 500's second-biggest drop
1320,2015-05-12 08:38:00,gap's stock slumps 34percent premarket after q1 sales report late monday
1321,2015-05-12 08:37:00,gap stock price target cut to $40 from $48 at fbr & co
1322,2015-05-12 08:36:00,gap downgraded to market perform from outperform at fbr & co
1323,2015-05-11 06:30:00,rackspace shares fall on revenue outlook
1324,2015-05-11 04:51:00,gap sales fall below expectations
1325,2015-05-11 04:15:00,gap's stock falls after sales miss expectations
1326,2015-05-11 04:04:00,gap's stock slumps 14percent in after-hours trade after q1 sales report
1327,2015-05-11 04:04:00,gap sees q1 eps 55 cents to 56 cents; factset consensus 54 cents
1328,2015-05-11 04:03:00,gap q1 same-store sales down 4percent vs factset consensus down 18percent
1329,2015-05-11 04:02:00,gap q1 sales $366 bln vs $377 bln a year ago; factset consensus $376 bln
1330,2015-04-27 02:41:00,google says emoji pants tulle skirts are all the rage
1331,2015-04-14 09:54:00,retailers want your tax refund – can you resist
1332,2015-04-10 10:48:00,ge rallies on restructuring plan; apple watch preorders in spotlight
1333,2015-04-10 09:37:00,gap down 25percent following same-stores sales data release
1334,2015-04-10 09:27:00,we’re about to find out just how big that dollar/oil hit was the s&p 500
1335,2015-04-09 05:10:00,gap shares decline as sales fall at namesake store
1336,2015-04-09 04:38:00,gap posts stronger-than-expected march sales
1337,2015-04-09 04:16:00,gap drops after march same-store sales at namesake brand disappoint
1338,2015-04-09 04:04:00,gap shares fall 17percent after bigger-than-expected sales drop at the gap brand
1339,2015-04-09 04:02:00,gap's old navy brand sees a 14percent increase in march same-store sales
1340,2015-04-09 04:02:00,gap brand global same-store sales fall 7percent
1341,2015-04-09 04:01:00,gap march comparable sales up 2percent
1342,2015-04-09 09:19:00,how high-flying hong kong stock market could do real damage
1343,2015-03-26 02:05:00,lululemon shows why it’s still a growth company
1344,2015-03-20 03:43:00,why nike at another record is still a buy
1345,2015-03-18 00:29:00,target extends return time for private-label goods
1346,2015-03-16 04:37:00,seven surprising ways teens are defying shopping trends
1347,2015-03-10 00:09:00,why investors should worry about this bad sign for retailers
1348,2015-03-06 10:29:00,apple rallies on dow inclusion newmont slumps as gold sinks
1349,2015-03-06 09:31:00,what apple needs to happen with the watch
1350,2015-03-06 00:01:00,earlier easter to boost retailer baskets
1351,2015-03-05 07:00:00,gap shares slip after surprise same-store sales decline
1352,2015-03-05 05:03:00,gap posts surprise february sales decline
1353,2015-03-05 04:12:00,gap shares drop 25percent after february sales miss estimates at three flagship brands
1354,2015-03-05 04:03:00,gap's old navy unit posts flat february same-store sales
1355,2015-03-05 04:03:00,gap brand's february same-store sales drop 7percent; sales down 5percent at banana republic
1356,2015-03-05 04:02:00,gap total february same-store sales fall 4percent
1357,2015-03-03 10:16:00,"gap's stock could see ""a breakout"" 2015 analyst"
1358,2015-03-03 09:52:00,gap shares rise 1percent in a lower market
1359,2015-03-03 09:51:00,gap upgraded to outperform from market perform by fbr
1360,2015-03-02 00:01:00,apparel retailers break out how to pocket gains
1361,2015-02-27 04:44:00,us stocks end lower but manage solid monthly gains
1362,2015-02-27 10:34:00,monster juiced by earnings jc penney sinks on surprise loss
1363,2015-02-27 08:55:00,tesla’s ‘crony capitalist con’ and putting nasdaq 5000 on pause
1364,2015-02-26 09:01:00,updates advisories and surprises
1365,2015-02-26 06:58:00,ross shares climb on earnings shareholder returns
1366,2015-02-26 04:20:00,gap outlook hurt by dollar port delays
1367,2015-02-26 04:13:00,gap shares rise after announcing buyback dividend increase
1368,2015-02-26 04:07:00,gap approves $1 billion share buyback raises annual dividend
1369,2015-02-26 04:04:00,gap fiscal 2015 factset consensus $281
1370,2015-02-26 04:04:00,gap sees 13-cent negative eps impact from west coast port slowdown
1371,2015-02-26 04:03:00,gap sees fiscal 2015 eps of $275 to $280
1372,2015-02-26 04:02:00,gap q4 factset eps consensus 74 cents
1373,2015-02-26 04:02:00,gap to raise its annual dividend to 92 cents vs 88 cents
1374,2015-02-26 04:02:00,gap q4 eps 75 cents vs 68 cents a year ago
1375,2015-02-26 04:01:00,gap board approves $1 billion share buyback
1376,2015-02-26 06:00:00,stocks are gassed; this i know because the bible tells me so
1377,2015-02-25 07:01:00,what to look for in gap earnings
1378,2015-02-23 08:41:00,why nasdaq at 5000 makes sense this time
1379,2015-02-23 03:17:00,stock valuations climb as retailers wrap earnings season
1380,2015-02-21 08:46:00,4 reasons walmart is the most-hated retailer in america
1381,2015-02-20 00:19:00,wal-mart’s wage hike will test key republican idea on economy
1382,2015-02-19 10:56:00,wal-mart plans to boost pay of us workers
1383,2015-02-13 04:34:00,gap abercrombie need a pricing strategy shift
1384,2015-02-13 03:26:00,groupon rallies as zynga sinks; tesla struggles
1385,2015-02-13 09:45:00,gap abercrombie & fitch shares drop after credit suisse downgrade
1386,2015-02-13 08:42:00,bulls may be getting their second wind in market marathon
1387,2015-02-13 08:17:00,gap stock price target cut to $37 from $40 at credit suisse
1388,2015-02-13 08:17:00,gap downgraded to underperform from neutral at credit suisse
1389,2015-02-11 02:51:00,6 of retail’s most offensive clothing designs
1390,2015-02-09 05:44:00,urban outfitters shares rise after january sales top estimates
1391,2015-02-09 05:31:00,updates advisories and surprises
1392,2015-02-09 04:29:00,gap aeropostale raise their outlooks
1393,2015-02-09 04:17:00,gap raises full-year profit outlook
1394,2015-02-09 04:05:00,gap q4 same-store sales up 2percent; factset consensus up 1percent
1395,2015-02-09 04:04:00,gap jan same-store sales down 3percent
1396,2015-02-09 04:03:00,gap sees q4 eps 73 cents-74 cents; factset consensus 68 cents
1397,2015-02-09 04:03:00,gap raises fiscal 2014 eps outlook to $286-$287
1398,2015-01-29 02:00:00,gap to eliminate creative-director role; rebekka bay to leave company
1399,2015-01-29 11:09:00,apple is now a bigger bricks-and-mortar retailer than penney and gap
1400,2015-01-26 00:05:00,uniqlo to enter canadian market in fall of 2016
1401,2015-01-23 04:55:00,gap abandons its online brand piperlime
1402,2015-01-22 02:21:00,eddie lampert is down $200 million on lands’ end and sears in a single day
1403,2015-01-09 11:05:00,wynn newmont lead gainers; macy’s bed bath & beyond slump
1404,2015-01-09 09:13:00,‘ex-energy’ to be investor catch-phrase as earnings roll around again
1405,2015-01-08 04:13:00,gap slips 09percent in late trading after holiday-sales data
1406,2015-01-08 04:04:00,gap reports net holiday sales up 4percent
1407,2015-01-08 11:42:00,low gas prices boost sales for retailers
1408,2015-01-08 05:39:00,uniqlo owner fast retailing's profit jumps 64percent
1409,2015-01-05 03:37:00,here are 3 fashion stocks to buy — and 5 to avoid — in 2015
1410,2014-12-31 11:52:00,new year’s eve in times square sums up what’s wrong with new york
1411,2014-12-29 03:23:00,holiday sales growth may come at cost to profit
1412,2014-12-11 07:09:00,lululemon gives disappointing holiday outlook
1413,2014-12-05 11:07:00,10 biggest financial-market events this week
1414,2014-12-05 10:40:00,big lots sink on quarterly loss ulta gains on robust earnings
1415,2014-12-05 09:34:00,gap rises 3percent following release of same store sales data
1416,2014-12-05 08:34:00,ignore copper and mind the swiss as jobs bring focus back to us
1417,2014-12-04 06:35:00,gap shares rise on sales; smith & wesson slides on outlook
1418,2014-12-04 06:27:00,newscast stocks slip but closes off day's lows
1419,2014-12-04 05:56:00,gap posts positive same-store sales
1420,2014-12-04 05:01:00,updates advisories and surprises
1421,2014-12-04 04:57:00,j crew swings to loss on write-downs
1422,2014-12-04 04:30:00,gap inc november comparable sales rise 6percent
1423,2014-12-04 04:01:00,gap inc november sales up 6percent vs last year to $172 billion
1424,2014-12-01 06:52:00,3 consumer stocks bucking the black friday slump
1425,2014-12-01 01:35:00,here are black friday’s winners and losers
1426,2014-11-21 04:55:00,us stocks book 5th-straight week of gains
1427,2014-11-21 03:42:00,retailers aren’t optimistic about holiday season sales
1428,2014-11-21 10:59:00,10 biggest financial-market events this week
1429,2014-11-21 10:20:00,gamestop slumps on disappointing earnings; splunk ross rally
1430,2014-11-21 09:47:00,gap sheds 44percent for s&p's 2nd-largest decline
1431,2014-11-21 09:33:00,gap shares drop 38percent
1432,2014-11-20 06:27:00,gamestop shares drop on earnings weak outlook
1433,2014-11-20 04:18:00,gap cuts forecast ahead of holiday season
1434,2014-11-20 04:17:00,gap shares fall after profit outlook miss estimates
1435,2014-11-20 04:04:00,gap sees full-year eps of $273 to $278 missing consensus estimate of $283
1436,2014-11-20 04:04:00,gap q3 sales $397 bln vs $398 bln
1437,2014-11-20 04:04:00,gap factset eps consensus 76 cents; sales $397 bln
1438,2014-11-20 04:04:00,gap shares fall 1percent in aftermarket trade
1439,2014-11-20 04:04:00,gap q3 eps 80 cents vs 72 cents
1440,2014-11-20 08:47:00,‘profits now apocalypse later’ as we head toward the chasing season
1441,2014-11-17 06:12:00,retailers close out earnings season
1442,2014-11-07 08:45:00,why ebay is like a divorcee and a pharma pick that’s setting up for a pop
1443,2014-11-06 07:04:00,disney’s stock slides as quarterly earnings lack magic
1444,2014-11-06 06:31:00,updates advisories and surprises
1445,2014-11-06 06:01:00,gap reports lower-than-expected october sales
1446,2014-11-06 04:40:00,gap's stock rallies as upbeat profit outlook offsets disappointing sales
1447,2014-11-06 04:29:00,gap's stock rallied 48percent in after-hours trade after upbeat profit outlook
1448,2014-11-06 11:12:00,retailers beat october sales estimates
1449,2014-11-04 01:19:00,investors fear more trouble for michael kors
1450,2014-11-01 09:32:00,this is the sneakiest thing stores do to trick consumers
1451,2014-10-17 08:13:00,wal-mart looks to bump all workers’ pay above minimum wage
1452,2014-10-16 09:22:00,gap approves $500 mln share buyback program
1453,2014-10-16 09:03:00,gap approves $500 mln share buyback program
1454,2014-10-10 05:16:00,10 biggest financial-market events of the week
1455,2014-10-09 11:01:00,gap slumps on weak comparable sales; ruby tuesday surges
1456,2014-10-09 09:34:00,gap cut to neutral by sterne agee janney
1457,2014-10-09 09:32:00,gap cut to neutral by sterne agee janney
1458,2014-10-09 09:31:00,gap shares slump 11percent on weak same-store sales
1459,2014-10-09 08:57:00,a call to short chip makers in the face of a scary triple-top market
1460,2014-10-09 07:09:00,gap shares down 93percent in premarket trade
1461,2014-10-08 06:30:00,alcoa shares rise on earnings; gap falls after hours
1462,2014-10-08 05:18:00,gap ceo glenn murphy to step down apparel retailer names digital head art peck as new ceo
1463,2014-10-08 04:24:00,gap ceo and chairman to retire in february 2015
1464,2014-10-08 04:16:00,correct gap shares fall 7percent in after-hours trade
1465,2014-10-08 04:04:00,gap ceo & chair glenn murphy to retire end of year
1466,2014-09-29 08:51:00,when copycat technology is the next big thing
1467,2014-09-10 06:15:00,the gap tries to go ‘normal’ but heads toward oblivion
1468,2014-09-05 04:09:00,us stocks rise; s&p 500 hits record high
1469,2014-09-05 03:03:00,tesla michael kors gap skid; quicksilver sinks
1470,2014-09-05 10:03:00,gap shares slump 42percent after disappointing aug sales out late thursday
1471,2014-09-04 04:47:00,el pollo loco shares rise gap’s fall after hours
1472,2014-09-04 04:31:00,updates advisories and surprises
1473,2014-09-04 04:17:00,gap shares fall after surprise decline in august same-store sales
1474,2014-09-04 04:13:00,gap shares drop 56percent in after-hours trade after august sales disappoint
1475,2014-09-04 04:09:00,gap shares fall 5percent after sales fall below street view
1476,2014-09-04 04:07:00,correct gap august same-store sales down 2percent vs year ago
1477,2014-09-04 04:06:00,gap august same-stores sales were expected to rise 16percent
1478,2014-09-04 01:21:00,strong august propels retailers to record high
1479,2014-09-04 09:50:00,promotions propel august retail sales
1480,2014-09-02 11:51:00,charting a bullish september technical backdrop
1481,2014-09-02 11:32:00,charting a bullish september backdrop
1482,2014-08-22 04:38:00,seaworld shines green mountain flexes muscle
1483,2014-08-22 07:56:00,india’s arvind to bring gap stores to india
1484,2014-08-21 05:20:00,gap shares rise on earnings beat; gamestop’s surge
1485,2014-08-21 04:58:00,us stocks s&p 500 sets record close; dow regains 17000
1486,2014-08-21 04:12:00,gap beats profit expecations
1487,2014-08-21 04:07:00,gap shares rise 12percent in after-hours trade after q2 results
1488,2014-08-21 04:05:00,gap lifts full-year 2014 eps outlook to $295-$3 from $290-$295
1489,2014-08-21 04:03:00,gap q2 adj eps 70 cents vs factset consensus 69 cents
1490,2014-08-21 04:02:00,gap q2 same-store sales flat vs year ago
1491,2014-08-21 04:02:00,gap q2 sales $398 bln vs $387 bln a year ago; factset consensus $398 bln
1492,2014-08-21 04:01:00,gap q2 eps 75 cents vs 64 cents a year ago
1493,2014-08-21 03:36:00,what to look for in gap’s profit report
1494,2014-08-13 10:05:00,5 stores where you should never pay full price
1495,2014-08-08 04:37:00,monster beverage jumps; zynga sinks on results
1496,2014-08-08 04:08:00,dow gain biggest in over 4 months
1497,2014-08-08 01:56:00,how did lululemon fall so far
1498,2014-08-08 09:34:00,gap climbs 43percent on better-than-expected comp sales
1499,2014-08-07 04:56:00,zynga slumps on wider loss weak outlook
1500,2014-08-07 04:35:00,gap l brands drive july retail sales
1501,2014-08-07 04:19:00,gap shares jump after july sales results
1502,2014-08-07 04:04:00,gap shares jump 46percent in after-hours trade after sales results
1503,2014-08-07 00:45:00,the consumer isn’t dead after all
1504,2014-08-07 00:27:00,costco undershoots july retailer gains
1505,2014-08-07 09:36:00,costco stifles july's retail sales gains
1506,2014-07-17 00:09:00,ford to launch 25 new cars in middle east africa
1507,2014-07-15 10:09:00,this is the sneakiest thing stores do to trick consumers
1508,2014-07-14 09:33:00,economy needs consumers to chip in
1509,2014-07-11 04:02:00,lorillard rises on possible buyout; genworth slides
1510,2014-07-10 05:22:00,gap shares slide on unexpected june sales drop
1511,2014-07-10 04:15:00,gap falls after june sales unexpectedly decline
1512,2014-07-10 04:05:00,gap shares fall 3percent after june sales miss views
1513,2014-07-03 11:32:00,wal-mart should fix its image problem over worker pay
1514,2014-06-27 01:35:00,ikea and 7 others that pay above minimum wage
1515,2014-06-18 10:02:00,gap raised by canaccord to buy
1516,2014-06-05 09:07:00,weather discounts boost may retail sales
1517,2014-06-03 05:00:00,why we should talk about work with our kids
1518,2014-05-29 09:50:00,is apple really more valuable than all these companies
1519,2014-05-23 05:47:00,hewlett-packard gap gamestop are stocks to watch
1520,2014-05-22 06:29:00,h-p shares slide after early earnings release
1521,2014-05-22 04:15:00,gap reaffirms outlook focused on overseas
1522,2014-05-22 04:07:00,gap keeps full-year outlook as currency dents quarterly profit
1523,2014-05-22 04:03:00,gap posts q1 eps of 58c beating 57c consensus estimate
1524,2014-05-22 04:03:00,gap keeps full-year profit forecast of $290 to $295 a share
1525,2014-05-22 09:00:00,us stock futures pare gains on jobless claims
1526,2014-05-22 05:27:00,best buy dollar tree h-p are stocks to watch
1527,2014-05-19 08:34:00,only a ‘black swan’ will bring back stock volatility
1528,2014-05-09 03:56:00,apple falls on beats news; tesla recovers from selloff
1529,2014-05-09 09:31:00,gap gains 37percent to top s&p 500
1530,2014-05-09 05:20:00,news corp gap cbs are stocks to watch
1531,2014-05-08 06:39:00,gap shares jump on sales; apple dips on beats deal news
1532,2014-05-08 04:38:00,gap upbeat on profit outlook as sales climb
1533,2014-05-08 04:22:00,gap raises forecast after april sales top expectations
1534,2014-05-08 04:12:00,gap factset q1 eps consensus 54 cents
1535,2014-05-08 04:09:00,gap q1 sales $377 bln up 1percent
1536,2014-05-08 04:07:00,gap sees q1 eps 56-57 cents
1537,2014-05-08 04:06:00,gap april net sales $133 bln up 10percent
1538,2014-05-08 04:06:00,gap shares surge 5percent as april sales beat street view
1539,2014-05-08 04:06:00,gap april same-store sales up 9percent
1540,2014-05-08 10:18:00,later easter boosts april retail sales
1541,2014-04-30 06:30:00,17 reasons not to sell in may and go away
1542,2014-04-16 01:56:00,gap plans to triple china sales to $1 billion in three years
1543,2014-04-14 03:49:00,edwards soars on injunction; citi rallies on results
1544,2014-04-11 09:54:00,gap is the no 1 s&p 500 decliner
1545,2014-04-11 09:30:00,gap shares slide 57percent to top s&p 500 losers
1546,2014-04-11 09:01:00,stock futures weak but trim losses after ppi data
1547,2014-04-11 08:31:00,jp morgan chase wells fargo are stocks to watch
1548,2014-04-11 07:09:00,gap shares down 39percent building on after-hours fall
1549,2014-04-10 05:44:00,h&r block shares surge on bank business exit
1550,2014-04-10 05:43:00,family dollar pier 1 rite aid are stocks to watch
1551,2014-04-02 07:01:00,how ceos can save the world from global warming
1552,2014-03-13 08:05:00,ge files for ipo of north american retail finance arm
1553,2014-03-11 07:00:00,analyzing earnings the smart way
1554,2014-03-06 06:04:00,gap shares drop on same-store sales decline
1555,2014-03-06 04:24:00,gap's february sales slump 7percent missing estimates
1556,2014-03-06 04:20:00,gap shares fall 3percent after same-store sales figures
1557,2014-03-06 04:19:00,gap's february same-store sales slump 7percent
1558,2014-03-06 09:08:00,stock futures trim gains after data
1559,2014-03-01 10:08:00,gap to expand in china
1560,2014-02-28 09:03:00,us stock futures extend losses after gdp data
1561,2014-02-27 05:55:00,gap shares slip after disappointing outlook
1562,2014-02-27 04:54:00,salesforcecom gap ross are stocks to watch
1563,2014-02-27 04:12:00,gap forecast weaker full-year outlook
1564,2014-02-27 04:08:00,gap  reports q4 eps of 68 cents
1565,2014-02-27 04:08:00,gap raises annual dividend by 10percent
1566,2014-02-27 04:08:00,gap sees 2014 eps of $290 to $295
1567,2014-02-27 04:08:00,gap reports q4 comparable sales gain of 1percent
1568,2014-02-27 07:22:00,best buy hilton baidu are thursday’s stocks to watch
1569,2014-02-25 06:45:00,what to look for in retail earnings
1570,2014-02-24 05:31:00,us stock market is starting to ride a tech m&a wave
1571,2014-02-07 04:15:00,expedia soars apple gains; cigna linkedin drop
1572,2014-02-07 06:00:00,linkedin expedia activision are stocks to watch
1573,2014-02-06 04:39:00,gap's earnings outlook tops expectations
1574,2014-01-21 03:53:00,expedia falls on google penalty; alcoa jumps on upgrade
1575,2014-01-21 08:13:00,gap upgraded to buy from underperform sterne agee
1576,2014-01-21 08:01:00,gap price target to $44 from $38 sterne agee
1577,2014-01-21 08:00:00,gap 'best value name to own in 2014' sterne agee
1578,2014-01-21 07:58:00,gap lifted to buy from underperform at sterne agee
1579,2014-01-10 04:38:00,s&p 500 nasdaq end higher but dow drops
1580,2014-01-10 04:29:00,alcoa tops s&p 500 losers twitter extends losing streak
1581,2014-01-10 05:35:00,alcoa sears abercrombie & fitch are stocks to watch
1582,2014-01-09 06:52:00,uniqlo operator enjoys overseas sales surge
1583,2014-01-09 05:57:00,alcoa shares slip as earnings miss street view
1584,2014-01-09 04:54:00,gap's december sales miss estimates; forecast kept
1585,2014-01-09 04:45:00,gap forecasts annual profit at high end of outlook
1586,2014-01-09 04:02:00,gap shares rise 4percent on holiday sales results
1587,2013-12-12 00:21:00,lululemon’s exercise in damage control
1588,2013-12-09 08:19:00,america’s most consumer-friendly stores
1589,2013-12-02 09:14:00,5 reasons to sign up for store credit cards
1590,2013-12-02 06:36:00,$1 billion in gift cards go unredeemed
1591,2013-11-28 03:36:00,shopping joins battle for thanksgiving’s soul
1592,2013-11-22 09:42:00,gap ross stores down on outlook
1593,2013-11-22 08:48:00,dow futures inch up after another record close
1594,2013-11-22 05:30:00,pandora gap marvell are friday’s stocks to watch
1595,2013-11-21 04:52:00,pandora falls marvell and splunk rise after hours
1596,2013-11-21 04:13:00,gap profit rises on strong sales abroad
1597,2013-11-21 04:03:00,gap's full-year outlook signals tough 4th quarter
1598,2013-11-21 04:01:00,gap q3 eps 72 cts vs 63 cts
1599,2013-11-21 04:01:00,gap keeps full-year eps of $257 to $265
1600,2013-11-21 04:01:00,gap plans $1 billion share repurchase
1601,2013-11-21 05:16:00,green mountain target pandora are stocks to watch
1602,2013-11-19 06:00:00,how wal-mart major retailers’ dividends stack up
1603,2013-11-15 06:01:00,eight big retailers open on thanksgiving
1604,2013-11-08 11:47:00,twitter drops after debut; tesla still in doghouse
1605,2013-11-08 09:38:00,gap jumps after october sales top expectations
1606,2013-11-08 08:55:00,gap reports stronger third-quarter sales
1607,2013-11-08 08:08:00,gap shares up 65percent in premarket trading
1608,2013-11-07 07:22:00,groupon priceline shares volatile after hours
1609,2013-11-07 04:12:00,gap's october sales top expectations
1610,2013-10-13 09:55:00,earnings to get extra scrutiny from lack of data
1611,2013-10-11 04:36:00,near-deal is good enough for now to lift markets
1612,2013-10-11 04:30:00,jp morgan down a penny after quarterly results
1613,2013-10-11 09:35:00,gap falls after a surprise september sales drop
1614,2013-10-11 09:15:00,jp morgan wells fargo are stocks to watch
1615,2013-10-11 06:15:00,the party’s over for cyclical stocks
1616,2013-10-10 06:23:00,safeway shares rise gap drops after hours
1617,2013-10-10 04:42:00,gap posts unexpected sales drop in september
1618,2013-10-10 04:04:00,gap shares down 5percent after sept sales report
1619,2013-08-26 09:37:00,gap price target cut to $46 from $49 susquehanna
1620,2013-08-23 08:53:00,pandora gap are friday’s stocks to watch
1621,2013-08-22 04:35:00,gap lifts outlook on old navy sales
1622,2013-08-22 04:03:00,gap profit beats view; raised outlook falls short
1623,2013-08-22 04:01:00,gap raises annual dividend to 80c from 60c
1624,2013-08-22 04:01:00,gap 2q eps 64c
1625,2013-08-22 04:01:00,gap raises fy eps view to $257-$265
1626,2013-08-22 09:12:00,h-p gamestop sears are stocks to watch thursday
1627,2013-08-18 09:35:00,stocks face fed retailers after 3percent drop from records
1628,2013-08-09 04:26:00,priceline blackberry are friday’s movers
1629,2013-08-09 04:14:00,stocks fall; dow breaks six-week win streak
1630,2013-08-08 04:35:00,gap sees second-quarter profit above estimates
1631,2013-07-11 05:48:00,dell shares rise on icahn pledge to sweeten bid
1632,2013-07-11 04:13:00,gap's june same-store sales rise 7percent
1633,2013-07-11 04:03:00,gap inc same-store sales rise 7percent in june
1634,2013-07-11 10:47:00,us retailers' june sales heat up top forecasts
1635,2013-07-11 05:30:00,yum costco gap are thursday’s stocks to watch
1636,2013-07-10 03:42:00,costco gap seen reporting strong june sales
1637,2013-07-10 11:11:00,us retailers to boost bangladesh worker safety
1638,2013-06-21 07:04:00,marking the solstice with work yoga and bonfires
1639,2013-06-06 05:03:00,quiksilver tanks in after-hours on quarterly loss
1640,2013-06-06 08:36:00,retailers' sales start to thaw in may
1641,2013-05-23 05:24:00,gap posts big jump in earnings
1642,2013-05-23 05:04:00,pandora jumps sears tanks after hours
1643,2013-05-23 04:07:00,gap down 1percent in after hours
1644,2013-05-23 08:52:00,h-p sears are thursday’s stocks to watch
1645,2013-05-21 02:38:00,wal-mart costco opt out of swipe-fee settlement
1646,2013-05-21 01:18:00,jack daniel's produces a special sinatra whiskey
1647,2013-05-20 06:00:00,turning clicks into bricks — and dollars
1648,2013-05-19 11:19:00,stock rally’s breadth is a sign of strength froth
1649,2013-05-15 08:32:00,gap raised to buy by citigroup
1650,2013-05-11 00:22:00,s&p lifts gap into investment grade
1651,2013-05-10 04:20:00,friday’s movers tesla groupon notch weekly gains
1652,2013-05-10 04:15:00,us stocks rise for third week; records set
1653,2013-05-05 07:00:00,stock-market rally takes a new turn as tech leads
1654,2013-04-17 04:59:00,gap lays out next phase of growth plan
1655,2013-04-17 11:46:00,gap to franchise old navy in some overseas markets
1656,2013-04-11 09:42:00,retailers deliver chilly same-store sales
1657,2013-04-11 09:10:00,stocks to watch thursday gap costco tjx
1658,2013-04-02 02:19:00,don’t be afraid of these apparel retailers analyst
1659,2013-03-26 04:36:00,tuesday’s movers netflix jumps to lead s&p 500
1660,2013-03-26 02:04:00,children’s place joins weather blame game
1661,2013-03-23 07:00:00,9 retailers with the worst customer service
1662,2013-03-19 02:08:00,lululemon ‘sheerness’ issue puts shares on sale
1663,2013-03-15 10:14:00,h&m struggles to compete in high-street fashion
1664,2013-03-07 05:16:00,february sales give retailers cautious hope
1665,2013-03-07 11:28:00,gap february sales beat estimates led by old navy
1666,2013-03-06 06:00:00,5 retailers in focus ahead of february sales
1667,2013-03-04 10:44:00,staking out the s&p 500’s next test
1668,2013-03-04 09:58:00,select comfort tuesday morning slump
1669,2013-03-01 04:38:00,stocks end session week on a high note
1670,2013-03-01 09:51:00,best buy gap rise on results; target upgraded
1671,2013-03-01 09:17:00,us stock futures drop on global data; ism looms
1672,2013-03-01 07:35:00,gap price target cut to $42 from $45 susquehanna
1673,2013-02-28 05:48:00,groupon gap shares gain in trading after hours
1674,2013-02-28 04:21:00,gap profit jumps 61percent on same-store sales growth
1675,2013-02-28 04:11:00,gap profit tops street views sending shares up
1676,2013-02-28 04:07:00,gap shares 33percent higher after q4 results
1677,2013-02-28 09:57:00,jc penney sears kohl's drop; limited gap up
1678,2013-02-27 05:07:00,stocks to watch barnes & noble gap kohl’s
1679,2013-02-20 00:49:00,higher payroll tax to have subtle effect on retail
1680,2013-02-15 04:38:00,friday’s biggest gaining and declining stocks
1681,2013-02-15 00:01:00,gap shares up more than 6percent in midday trading
1682,2013-02-07 09:41:00,us retailers january same-store sales up 58percent
1683,2013-02-07 08:12:00,gap inc's january comparable sales rise 8percent
1684,2013-02-03 08:01:00,stock rally looks ready to take a breather
