,Date,text_headlines
2639,2008-06-02 06:03:00,bifurcation to mark retailers' may sales
2640,2008-05-23 06:03:00,gap's results may signal turnaround under way
2641,2008-05-23 05:47:00,bhp ca gap intuitive surgical more
2642,2008-05-23 04:49:00,stocks drop as oil rally resumes home woes return
2643,2008-05-23 10:23:00,retail stocks mostly down but foot locker jumps
2644,2008-05-23 08:39:00,dell gap yahoo halliburton in the spotlight
2645,2008-05-23 07:44:00,us stock futures sag as oil tops $132
2646,2008-05-23 01:26:00,ca gap pacific sunwear in the spotlight
2647,2008-05-22 06:44:00,ca climbs; intuitive surgical to join s&p 500
2648,2008-05-22 05:02:00,gap profit rises 40percent backs full-year outlook
2649,2008-05-22 05:01:00,updates advisories and surprises
2650,2008-05-22 04:38:00,gap profit up 40percent; backs full-year earnings view
2651,2008-05-22 04:32:00,gap sees 2008 eps of $120 to $127
2652,2008-05-22 04:31:00,gap q1 revenue $338 bln vs $355 bln
2653,2008-05-22 04:31:00,gap q1 net income 34c vs 22c
2654,2008-05-21 07:13:00,gap gamestop hormel
2655,2008-05-21 02:27:00,analog devices borders h-p intuit twx twc
2656,2008-05-20 06:54:00,limited computer sciences salesforcecom
2657,2008-05-20 04:44:00,gap to enter russian market in partnership with fiba
2658,2008-05-20 04:35:00,gap in partnership with fiba to enter russian market
2659,2008-05-08 01:23:00,easter shift discounts lift april sales; tough trends ahead
2660,2008-05-08 09:32:00,gap shares rise 42percent in early trading
2661,2008-05-08 08:09:00,gap april net sales up 1percent
2662,2008-05-08 08:08:00,gap north america april same-store sales flat
2663,2008-05-08 08:06:00,gap april same-store sales down 6percent
2664,2008-05-02 04:48:00,retail sector mixed; radioshack nordstrom  upgraded
2665,2008-05-02 08:42:00,microsoft us payrolls in focus friday
2666,2008-05-02 08:26:00,gap cut to neutral at banc of america; old navy one concern
2667,2008-04-25 04:59:00,retail shares close higher; rebate checks out on monday
2668,2008-04-22 04:27:00,economic worries oil send retail shares lower
2669,2008-04-22 10:10:00,fitch revises gap's outlook to stable from negative
2670,2008-04-22 10:04:00,fitch revises gap's outlook to stable from negative
2671,2008-04-15 04:18:00,retailers mixed as wholesale prices exceed estimates
2672,2008-04-15 09:39:00,retail sector opens higher; crocs tumbles
2673,2008-04-10 04:52:00,retail shares hold up in wake of downbeat march
2674,2008-04-10 04:39:00,retail millennium pharma semiconductors yahoo
2675,2008-04-10 03:42:00,slowdown biting into discretionary retail sales
2676,2008-04-10 08:01:00,gap march total sales down 12percent to $137 billion
2677,2008-04-10 08:00:00,gap march same-store sales down 18percent
2678,2008-04-04 04:28:00,weak payrolls report sends retail shares lower
2679,2008-04-04 04:10:00,dell circuit city mbia ldk solar more
2680,2008-03-25 02:40:00,downbeat economic data pressure retail sector
2681,2008-03-24 04:26:00,tiffany's better-than-expected results bolster retail
2682,2008-03-06 04:28:00,merrill google h&r block thornburg more
2683,2008-03-06 04:14:00,retailers report better-than-expected sales
2684,2008-03-06 08:04:00,gap inc february net sales flat at $907 million
2685,2008-03-06 08:04:00,gap inc february same-store sales down 6percent
2686,2008-03-04 04:49:00,economy woes again leave retailers out in cold
2687,2008-02-29 05:03:00,dow drops 315 points in grim ending to february
2688,2008-02-29 04:46:00,gloomy consumer spending report hits shares
2689,2008-02-29 04:13:00,aig dell gap viacom more
2690,2008-02-29 00:50:00,gap shares lifted by turnaround actions
2691,2008-02-29 08:37:00,aig dell hsbc gap 3com bayer expected to move
2692,2008-02-29 08:34:00,us stock futures drop on economic concerns
2693,2008-02-29 05:16:00,dell interpublic brown-forman aig
2694,2008-02-28 08:32:00,aig dell fall after results; take-two bounces higher
2695,2008-02-28 07:18:00,gap profit rises after it limits discounts; sales drop
2696,2008-02-28 06:52:00,citadel magellan health nelnet
2697,2008-02-28 05:02:00,gap to buy back $1 bln in shares hike annual dividend
2698,2008-02-28 04:46:00,gap quarterly profit up 21percent
2699,2008-02-28 04:35:00,gap late-traded shares up 39percent at $2020
2700,2008-02-28 04:34:00,gap sees 2008 eps of $120 to $127
2701,2008-02-28 04:33:00,gap to buy back added $1 bln in shares
2702,2008-02-28 04:32:00,gap q4 revenue $466 bln vs $492 bln
2703,2008-02-28 04:31:00,gap q4 net income 35c vs 27c
2704,2008-02-27 06:16:00,dell american international group sprint nextel
2705,2008-02-19 03:52:00,gap inc shows another executive the door
2706,2008-02-19 01:39:00,gap's old navy president dawn robertson leaves company
2707,2008-02-19 01:33:00,gap's tom wyatt to become interim old navy president
2708,2008-02-19 01:32:00,gap's old navy president dawn robertson leaves company
2709,2008-02-07 05:31:00,updates advisories and surprises
2710,2008-02-07 00:31:00,aetna dr horton pepsi target wal-mart
2711,2008-02-07 08:50:00,gap january same-store sales down 2percent
2712,2008-02-07 08:08:00,gap inc sees 2007 eps at $103-$105
2713,2008-02-07 08:06:00,gap inc same-store sales down 2percent in january
2714,2008-02-04 00:00:00,retailers bracing for worst january report on record
2715,2008-01-14 11:27:00,sears is another casualty of holiday train wreck
2716,2008-01-11 11:12:00,weak holiday sales spark profit warnings
2717,2008-01-10 00:56:00,shoppers hit discounters as economy quaked
2718,2008-01-10 08:36:00,alcoa wal-mart stores citigroup merrill lynch in focus
2719,2008-01-04 05:54:00,gap names kneen creative director of banana republic
2720,2007-12-26 01:35:00,retailers cling to post-holiday hopes
2721,2007-12-24 00:54:00,retailers gear up for post-christmas sales
2722,2007-12-20 09:57:00,major benchmarks rise to test first resistance
2723,2007-12-12 09:36:00,looks like another fed-induced whipsaw
2724,2007-12-06 04:51:00,gap incmac mbia target more
2725,2007-12-06 02:19:00,retailers post mixed november sales
2726,2007-12-04 06:10:00,november sales likely got a boost from black friday
2727,2007-11-28 04:24:00,limited insider buying staples upgrade send retail shares higher
2728,2007-11-23 05:47:00,the week's top news and analysis
2729,2007-11-23 02:28:00,black friday kicks off setting tone for holiday
2730,2007-11-22 06:02:00,us retailer gap rreportedly to cut imports from indian subcontinent
2731,2007-11-21 04:53:00,stocks slide into the close ahead of thanksgiving
2732,2007-11-21 04:28:00,countrywide gap patterson trina solar more
2733,2007-11-21 02:11:00,gap's shares drop on outlook for key quarter
2734,2007-11-21 08:38:00,us stock futures tumble after overseas selling
2735,2007-11-20 07:29:00,deere abercrombie & fitch gap
2736,2007-11-17 00:01:00,no shake-up in stocks expected over holiday week
2737,2007-11-10 11:46:00,the week's top news and analysis
2738,2007-11-08 04:24:00,disappointing october sales send shares lower
2739,2007-11-08 00:50:00,apparel retailers limited and chico's tumble
2740,2007-11-08 00:34:00,retailers post worst october sales in 12 years
2741,2007-11-08 00:02:00,retailers cisco heely's morgan stanley more
2742,2007-10-29 04:09:00,radioshack dillard's lead retail gains
2743,2007-10-29 10:18:00,gap disavows india sweatshop tied to child workers
2744,2007-10-29 10:15:00,gap disavows india sweatshop tied to child workers
2745,2007-10-29 08:27:00,merrill lynch gap washington post in the spotlight
2746,2007-10-11 11:31:00,updates advisories and surprises
2747,2007-10-11 04:24:00,wall street falls sharply after rising to new highs
2748,2007-10-11 04:21:00,retailers post worse than expected monthly sales
2749,2007-10-11 04:13:00,gap same-store sales fall 7percent; miss forecasts
2750,2007-10-03 04:12:00,electronics retailers lead gainers
2751,2007-09-28 04:43:00,target upgrade pushes retail shares higher
2752,2007-09-26 02:47:00,children's place ceo steps down; shares jump
2753,2007-09-25 05:45:00,india's reliance retail reportedly in talks with gap for franchise pact
2754,2007-09-22 11:52:00,harman international gm gap navisite
2755,2007-09-21 04:39:00,retail mixed after christmas warnings; sector slips
2756,2007-09-11 06:12:00,texas instruments jos a bank select comfort
2757,2007-09-11 02:06:00,retailers follow broader market higher
2758,2007-09-06 04:35:00,us stocks close higher boosted by economic data
2759,2007-09-06 03:49:00,retail sales led by back-to-school luxury shoppers
2760,2007-09-06 11:39:00,gap's august sales outpace estimates
2761,2007-09-06 10:12:00,retail stocks enjoy healthy opening
2762,2007-09-06 08:49:00,wal-mart target productivity data in the spotlight
2763,2007-09-04 01:31:00,home depot retreats in weak retail sector
2764,2007-08-30 10:13:00,sears and wal-mart among retail decliners
2765,2007-08-29 09:02:00,dell freddie mac h&r block novell more
2766,2007-08-24 04:35:00,gap anntaylor sonic solutions nordson more
2767,2007-08-24 04:20:00,us stocks close with solid gains on home sales
2768,2007-08-24 04:13:00,gap investors encouraged; shares get a lift
2769,2007-08-24 10:14:00,retailers rebound on big names' good news
2770,2007-08-24 08:37:00,home depot burger king nokia arcelor-mittal in focus
2771,2007-08-24 08:37:00,us stock futures turn higher after durables data
2772,2007-08-24 04:27:00,gap's new ceo aims to slash bureaucracy in turnaround effort
2773,2007-08-23 08:10:00,gap profit jumps 19percent; cost-cutting helps
2774,2007-08-23 07:42:00,gap ups 2007 view; marvell drops after results
2775,2007-08-23 07:39:00,ann taylor burger king heinz gap marvell more
2776,2007-08-23 07:32:00,new ceo will 'unleash' creativity at gap inc
2777,2007-08-23 05:01:00,updates advisories and surprises
2778,2007-08-23 04:30:00,us stocks close lower as credit worries linger
2779,2007-08-23 08:37:00,us stock futures rise after countrywide investment
2780,2007-08-22 06:54:00,barnes & noble gap intuit countrywide more
2781,2007-08-17 04:40:00,retailers jump on the market bandwagon
2782,2007-08-13 04:10:00,anntaylor taps former exec to run new concept
2783,2007-08-09 06:31:00,updates advisories and surprises
2784,2007-08-09 04:17:00,retail stocks routed
2785,2007-08-09 03:25:00,investors applaud gap forecast
2786,2007-08-09 03:23:00,investors applaud gap forecast
2787,2007-08-07 04:25:00,retailers rebound after fed decision
2788,2007-08-05 05:38:00,in the money
2789,2007-07-27 05:29:00,sepracor kyphon crocs netgear and more
2790,2007-07-27 05:02:00,the week's top news and analysis july 23- 27
2791,2007-07-27 04:52:00,for incoming gap chief no small task ahead
2792,2007-07-27 04:31:00,retail index follows market into red
2793,2007-07-27 00:22:00,gap picks murphy as chairman ceo
2794,2007-07-27 08:39:00,us stock futures decline after thursday's rout
2795,2007-07-27 08:36:00,medtronic kyphon gap fortune brands gdp in focus
2796,2007-07-26 07:17:00,chevron clear channel gap amgen more
2797,2007-07-26 07:10:00,amgen rises after results; gap names new ceo
2798,2007-07-26 06:43:00,gap names murphy chairman ceo
2799,2007-07-26 04:40:00,retail shares slammed in meltdown
2800,2007-07-25 10:37:00,jeans still in
2801,2007-07-16 04:39:00,widespread decline sweeps retailers
2802,2007-07-12 02:53:00,june sales growth called 'moderate'
2803,2007-07-10 05:25:00,retailers at the mercy of wary consumers
2804,2007-06-12 04:48:00,pier 1 shares stand out from decliners
2805,2007-06-07 04:13:00,gap same-store sales fall 3percent in may
2806,2007-06-07 03:27:00,may retail sales make modest gains
2807,2007-05-25 04:33:00,us stocks end session higher but fall on the week
2808,2007-05-25 04:22:00,radioshack leads as retailers hold gains
2809,2007-05-25 01:47:00,analysts say gap's battle remains uphill
2810,2007-05-25 01:06:00,gap shares gain playing off results
2811,2007-05-25 09:05:00,stock futures edge up as nasdaq coke ink deals
2812,2007-05-25 08:27:00,coca-cola nasdaq glaxosmithkline in the spotlight
2813,2007-05-25 03:43:00,gap aeropostale shares higher after forecasts
2814,2007-05-24 09:19:00,agilysys gap aeropostale verigy more
2815,2007-05-24 06:35:00,gap profit falls as company continues restructuring
2816,2007-05-24 06:01:00,updates advisories and surprises
2817,2007-05-23 07:03:00,gap mylan labs limited network appliance more
2818,2007-05-18 04:58:00,gap investors want to know new ceo
2819,2007-05-10 06:31:00,updates advisories and surprises
2820,2007-05-10 04:37:00,us stocks fall sharply on bleak retail sales deficit
2821,2007-05-10 03:59:00,april sales weak; most retailers miss
2822,2007-05-10 10:03:00,gap's margins narrow as sales tumble
2823,2007-05-10 08:51:00,us futures decline as retailer sales disappoint
2824,2007-05-09 05:03:00,retail index jumps after fed decision
2825,2007-05-06 10:42:00,rumors grow like weeds
2826,2007-05-04 06:22:00,sears' lampert ready to put money to work
2827,2007-05-02 04:39:00,retail takes steps to upside; gap eyes job cuts
2828,2007-05-02 04:35:00,stocks rally with media deals at center stage
2829,2007-05-02 08:41:00,us stock futures pare gains on weak jobs growth
2830,2007-05-02 05:41:00,gap considering hefty layoffs to help cut expenses new york post
2831,2007-04-26 06:22:00,gap ex-ceo's pay valued at $889 mln for past fiscal year
2832,2007-04-20 04:46:00,wal-mart home depot jump on rally
2833,2007-04-19 08:20:00,google pfizer mcdonald's amd xerox
2834,2007-04-19 05:00:00,gap brings muto back to namesake stores
2835,2007-04-13 04:47:00,the week's top news and analysis april 9-13
2836,2007-04-13 04:31:00,updates advisories and surprises
2837,2007-04-12 07:01:00,updates advisories and surprises
2838,2007-04-12 11:23:00,gap surprises with strong march sales
2839,2007-04-12 09:51:00,easter buoys march same-store sales
2840,2007-04-11 04:57:00,energy woes fed minutes cripple sector
2841,2007-04-11 08:35:00,citigroup alcoa shell gap in the spotlight
2842,2007-04-09 05:07:00,index holds gains ahead of monthly sales results
2843,2007-04-03 04:56:00,retail closes with broad-based gains
2844,2007-04-02 04:09:00,retail shares rise discounters dominate
2845,2007-03-23 01:01:00,updates advisories and surprises
2846,2007-03-19 04:36:00,supermarkets discounters lead gainers
2847,2007-03-09 05:48:00,the week's top news and analysis
2848,2007-03-08 00:02:00,retailers mostly miss the mark; blame weather
2849,2007-03-06 04:21:00,mother nature put a chill on retailers' february sales
2850,2007-03-02 05:56:00,us stocks end lower as jitters continue
2851,2007-03-02 04:40:00,gap stock struggles after big profit drop
2852,2007-03-02 08:34:00,us stock futures drop on renewed dollar weakness
2853,2007-03-02 08:33:00,dell aig at&t delta walgreen gap in focus
2854,2007-03-01 07:35:00,dell falls; gap clings to late gains
2855,2007-03-01 07:34:00,dell gap horizon lines kohl's more
2856,2007-03-01 06:30:00,gap profit drops 35percent; forecast lowered
2857,2007-03-01 09:32:00,us futures turn sharply lower
2858,2007-02-28 07:16:00,dell gap kohl's staples limited motorola more
2859,2007-02-26 07:01:00,updates advisories and surprises
2860,2007-02-26 02:54:00,gap to close forth & towne stores focus on core brands
